VegClass,ARDO_mean,overall_area,arundo_area
Arundo,0.466263684894644,2.371526847008142,1.1057568465125929
Developed,0.012676875306846013,19.810942588447165,0.2511408489048299
Herbaceous,0.005,15.71497136881568,0.0785748568440784
Riverwash,0.039699077450340216,96.71817728232669,3.8396224107868226
Scrub,0.019641757009832454,145.46423605660715,2.8571731782447864
Woodland,0.15051629567158545,185.61317838305007,27.937808038045898
